union_id,chrom,start,end,peak_class,annotation,figure4_feature
CTCF_union_42574,chr9,62980477,62981273,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42575,chr9,63099457,63099680,LOST,Distal Intergenic,Distal
CTCF_union_42576,chr9,63109064,63109308,GAINED,Distal Intergenic,Distal
CTCF_union_42577,chr9,63123901,63124621,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42578,chr9,63135723,63136457,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42579,chr9,63169168,63169407,GAINED,"Intron (ENSMUST00000034920.10/23938, intron 21 of 21)",Intron
CTCF_union_42580,chr9,63333214,63333417,LOST,"Intron (ENSMUST00000034920.10/23938, intron 6 of 21)",Intron
CTCF_union_42581,chr9,63341834,63342104,GAINED,"Intron (ENSMUST00000034920.10/23938, intron 4 of 21)",Intron
CTCF_union_42582,chr9,63399004,63399402,GAINED,Promoter (<=1kb),Promoter
CTCF_union_42583,chr9,63421158,63421390,LOST,"Intron (ENSMUST00000191455.6/ENSMUST00000191455.6, intron 1 of 3)",Intron
CTCF_union_42584,chr9,63462136,63462738,MAINTAINED,"Intron (ENSMUST00000191455.6/ENSMUST00000191455.6, intron 1 of 3)",Intron
CTCF_union_42585,chr9,63511019,63511370,MAINTAINED,"Intron (ENSMUST00000126238.2/ENSMUST00000126238.2, intron 3 of 4)",Intron
CTCF_union_42586,chr9,63613051,63613415,MAINTAINED,"Intron (ENSMUST00000041551.8/66939, intron 1 of 9)",Intron
CTCF_union_42587,chr9,63650287,63650658,GAINED,"Exon (ENSMUST00000034973.9/17127, exon 9 of 9)",Other
CTCF_union_42588,chr9,63816560,63816868,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42589,chr9,63843952,63844575,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42590,chr9,63849571,63849839,GAINED,Distal Intergenic,Distal
CTCF_union_42591,chr9,63862439,63862697,LOST,Distal Intergenic,Distal
CTCF_union_42592,chr9,63883768,63884110,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42593,chr9,63909488,63910002,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42594,chr9,63916024,63916388,GAINED,Distal Intergenic,Distal
CTCF_union_42595,chr9,63918101,63918641,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42596,chr9,63956073,63956525,MAINTAINED,"Intron (ENSMUST00000041029.5/17130, intron 3 of 3)",Intron
CTCF_union_42597,chr9,63959057,63959507,MAINTAINED,"Intron (ENSMUST00000041029.5/17130, intron 3 of 3)",Intron
CTCF_union_42598,chr9,63983009,63983270,LOST,"Intron (ENSMUST00000041029.5/17130, intron 3 of 3)",Intron
CTCF_union_42599,chr9,63997352,63997807,MAINTAINED,"Intron (ENSMUST00000041029.5/17130, intron 3 of 3)",Intron
CTCF_union_42600,chr9,64024854,64025215,GAINED,Promoter (2-3kb),Promoter
CTCF_union_42601,chr9,64025575,64025978,GAINED,Distal Intergenic,Distal
CTCF_union_42602,chr9,64066944,64067203,GAINED,Distal Intergenic,Distal
CTCF_union_42603,chr9,64087327,64087947,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42604,chr9,64100447,64100820,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42605,chr9,64119884,64120306,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_42606,chr9,64138723,64139321,MAINTAINED,"Intron (ENSMUST00000122091.7/68014, intron 18 of 18)",Intron
CTCF_union_42607,chr9,64140688,64141101,GAINED,"Intron (ENSMUST00000122091.7/68014, intron 17 of 18)",Intron
CTCF_union_42608,chr9,64173259,64173808,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42609,chr9,64178579,64179784,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42610,chr9,64252689,64254143,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42611,chr9,64272774,64272977,LOST,Distal Intergenic,Distal
CTCF_union_42612,chr9,64277410,64278224,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42613,chr9,64311463,64311729,LOST,"Exon (ENSMUST00000168844.8/213550, exon 12 of 17)",Other
CTCF_union_42614,chr9,64340266,64340719,GAINED,Promoter (<=1kb),Promoter
CTCF_union_42615,chr9,64341072,64341299,GAINED,Promoter (<=1kb),Promoter
CTCF_union_42616,chr9,64347345,64347929,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42617,chr9,64351215,64351525,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42618,chr9,64386766,64387234,GAINED,Promoter (1-2kb),Promoter
CTCF_union_42619,chr9,64394081,64394614,MAINTAINED,"Intron (ENSMUST00000093829.8/214058, intron 1 of 22)",Intron
CTCF_union_42620,chr9,64397068,64397463,MAINTAINED,"Intron (ENSMUST00000093829.8/214058, intron 1 of 22)",Intron
CTCF_union_42621,chr9,64508017,64508281,MAINTAINED,"Intron (ENSMUST00000093829.8/214058, intron 3 of 22)",Intron
CTCF_union_42622,chr9,64613258,64613732,MAINTAINED,"Intron (ENSMUST00000093829.8/214058, intron 4 of 22)",Intron
CTCF_union_42623,chr9,64639600,64640208,MAINTAINED,"Exon (ENSMUST00000093829.8/214058, exon 6 of 23)",Other
CTCF_union_42624,chr9,64691241,64691632,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_42625,chr9,64736493,64736890,LOST,Promoter (<=1kb),Promoter
CTCF_union_42626,chr9,64737315,64737826,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42627,chr9,64768526,64769734,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42628,chr9,64779499,64779969,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42629,chr9,64784820,64785237,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42630,chr9,64811445,64811980,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42631,chr9,64814328,64814658,GAINED,Promoter (2-3kb),Promoter
CTCF_union_42632,chr9,64861640,64861878,LOST,"Intron (ENSMUST00000038890.5/102442, intron 10 of 33)",Intron
CTCF_union_42633,chr9,64903278,64903817,MAINTAINED,"Intron (ENSMUST00000038890.5/102442, intron 23 of 33)",Intron
CTCF_union_42634,chr9,64936459,64936931,MAINTAINED,"Intron (ENSMUST00000037798.7/214111, intron 3 of 9)",Intron
CTCF_union_42635,chr9,64959790,64961081,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42636,chr9,64995494,64995793,GAINED,"Intron (ENSMUST00000036615.6/57874, intron 7 of 10)",Intron
CTCF_union_42637,chr9,65011369,65011613,LOST,"Intron (ENSMUST00000036615.6/57874, intron 1 of 10)",Intron
CTCF_union_42638,chr9,65031886,65032652,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42639,chr9,65041466,65041812,MAINTAINED,"Intron (ENSMUST00000034960.13/74388, intron 3 of 20)",Intron
CTCF_union_42640,chr9,65080199,65080471,MAINTAINED,"Intron (ENSMUST00000034960.13/74388, intron 20 of 20)",Intron
CTCF_union_42641,chr9,65101096,65101730,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42642,chr9,65120873,65121377,MAINTAINED,"Intron (ENSMUST00000035499.4/56741, intron 4 of 19)",Intron
CTCF_union_42643,chr9,65123624,65124543,MAINTAINED,"Exon (ENSMUST00000035499.4/56741, exon 7 of 20)",Other
CTCF_union_42644,chr9,65128076,65128497,MAINTAINED,"Exon (ENSMUST00000035499.4/56741, exon 11 of 20)",Other
CTCF_union_42645,chr9,65129093,65129453,MAINTAINED,"Exon (ENSMUST00000214978.1/56741, exon 11 of 11)",Other
CTCF_union_42646,chr9,65133522,65134226,MAINTAINED,"Exon (ENSMUST00000035499.4/56741, exon 18 of 20)",Other
CTCF_union_42647,chr9,65140725,65141145,GAINED,Promoter (<=1kb),Promoter
CTCF_union_42648,chr9,65164877,65165394,MAINTAINED,"Intron (ENSMUST00000034961.5/19289, intron 2 of 13)",Intron
CTCF_union_42649,chr9,65176434,65176976,MAINTAINED,"Intron (ENSMUST00000034961.5/19289, intron 2 of 13)",Intron
CTCF_union_42650,chr9,65188590,65189146,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42651,chr9,65196480,65197691,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_42652,chr9,65214844,65215769,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42653,chr9,65220432,65220639,LOST,"Intron (ENSMUST00000216702.1/214424, intron 2 of 6)",Intron
CTCF_union_42654,chr9,65225613,65226333,MAINTAINED,"Exon (ENSMUST00000216702.1/214424, exon 3 of 7)",Other
CTCF_union_42655,chr9,65283364,65283906,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42656,chr9,65367909,65368246,GAINED,Promoter (<=1kb),Promoter
CTCF_union_42657,chr9,65372515,65372837,MAINTAINED,"Intron (ENSMUST00000147185.2/208080, intron 3 of 6)",Intron
CTCF_union_42658,chr9,65392931,65393434,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_42659,chr9,65432281,65432699,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42660,chr9,65434149,65434485,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_42661,chr9,65460939,65461191,GAINED,Promoter (<=1kb),Promoter
CTCF_union_42662,chr9,65502173,65502497,GAINED,Promoter (<=1kb),Promoter
CTCF_union_42663,chr9,65523886,65524338,MAINTAINED,"Intron (ENSMUST00000216282.1/ENSMUST00000216282.1, intron 1 of 1)",Intron
CTCF_union_42664,chr9,65577787,65578015,GAINED,Promoter (<=1kb),Promoter
CTCF_union_42665,chr9,65580845,65581375,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42666,chr9,65594081,65594304,GAINED,"Intron (ENSMUST00000134538.7/208084, intron 11 of 12)",Intron
CTCF_union_42667,chr9,65598672,65599275,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42668,chr9,65603535,65604174,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42669,chr9,65605395,65605889,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42670,chr9,65664123,65664626,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42671,chr9,65665908,65666484,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_42672,chr9,65676378,65676884,GAINED,Promoter (<=1kb),Promoter
CTCF_union_42673,chr9,65682916,65683443,MAINTAINED,"Intron (ENSMUST00000128928.7/18247, intron 2 of 4)",Intron
CTCF_union_42674,chr9,65695541,65696015,MAINTAINED,3' UTR,Other
CTCF_union_42675,chr9,65752666,65752991,MAINTAINED,"Intron (ENSMUST00000159109.1/214812, intron 2 of 9)",Intron
CTCF_union_42676,chr9,65826780,65827060,LOST,Promoter (<=1kb),Promoter
CTCF_union_42677,chr9,65829475,65829736,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_42678,chr9,65850209,65850637,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_42679,chr9,65855899,65856121,GAINED,Promoter (2-3kb),Promoter
CTCF_union_42680,chr9,65908367,65908958,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42681,chr9,65909189,65909567,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42682,chr9,66004291,66004684,MAINTAINED,"Intron (ENSMUST00000205379.1/214897, intron 6 of 11)",Intron
CTCF_union_42683,chr9,66050289,66050545,GAINED,Distal Intergenic,Distal
CTCF_union_42684,chr9,66053724,66053952,GAINED,Distal Intergenic,Distal
CTCF_union_42685,chr9,66059754,66060253,GAINED,Promoter (<=1kb),Promoter
CTCF_union_42686,chr9,66067588,66067878,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_42687,chr9,66086609,66086892,GAINED,Distal Intergenic,Distal
CTCF_union_42688,chr9,66088379,66088925,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_42689,chr9,66135962,66136335,MAINTAINED,"Exon (ENSMUST00000034945.5/68250, exon 4 of 5)",Other
CTCF_union_42690,chr9,66141076,66141330,GAINED,Distal Intergenic,Distal
CTCF_union_42691,chr9,66144218,66144733,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42692,chr9,66157851,66158376,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42693,chr9,66240924,66241423,MAINTAINED,"Intron (ENSMUST00000034944.8/13143, intron 4 of 11)",Intron
CTCF_union_42694,chr9,66269002,66269266,GAINED,Promoter (<=1kb),Promoter
CTCF_union_42695,chr9,66283776,66284232,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42696,chr9,66350782,66351138,GAINED,Promoter (<=1kb),Promoter
CTCF_union_42697,chr9,66465089,66465489,MAINTAINED,"Exon (ENSMUST00000042824.12/235439, exon 47 of 78)",Other
CTCF_union_42698,chr9,66511542,66512546,GAINED,Promoter (2-3kb),Promoter
CTCF_union_42699,chr9,66513204,66513573,GAINED,Promoter (1-2kb),Promoter
CTCF_union_42700,chr9,66514092,66514550,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42701,chr9,66593138,66593388,GAINED,Promoter (<=1kb),Promoter
CTCF_union_42702,chr9,66611575,66612181,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42703,chr9,66646163,66646671,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42704,chr9,66697450,66697642,LOST,Distal Intergenic,Distal
CTCF_union_42705,chr9,66705784,66706033,LOST,Distal Intergenic,Distal
CTCF_union_42706,chr9,66787770,66788329,MAINTAINED,3' UTR,Other
CTCF_union_42707,chr9,66825956,66826567,MAINTAINED,"Intron (ENSMUST00000169282.7/68318, intron 4 of 5)",Intron
CTCF_union_42708,chr9,66834968,66835397,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42709,chr9,66922145,66922338,LOST,Promoter (2-3kb),Promoter
CTCF_union_42710,chr9,66938901,66939277,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42711,chr9,66973678,66973936,GAINED,Promoter (1-2kb),Promoter
CTCF_union_42712,chr9,66974551,66975522,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42713,chr9,66980428,66980847,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42714,chr9,67001040,67001539,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42715,chr9,67034744,67035069,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_42716,chr9,67043439,67044550,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42717,chr9,67044741,67045366,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42718,chr9,67047052,67047784,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_42719,chr9,67049157,67049427,GAINED,Promoter (<=1kb),Promoter
CTCF_union_42720,chr9,67050147,67050445,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42721,chr9,67134486,67134724,GAINED,Promoter (<=1kb),Promoter
CTCF_union_42722,chr9,67156812,67157204,MAINTAINED,"Exon (ENSMUST00000215645.1/100502636, exon 2 of 3)",Other
CTCF_union_42723,chr9,67213311,67213624,MAINTAINED,"Intron (ENSMUST00000215645.1/100502636, intron 2 of 2)",Intron
CTCF_union_42724,chr9,67220409,67220787,MAINTAINED,3' UTR,Other
CTCF_union_42725,chr9,67245243,67245578,MAINTAINED,"Exon (ENSMUST00000215593.1/70549, exon 6 of 6)",Other
CTCF_union_42726,chr9,67285631,67285828,LOST,"Intron (ENSMUST00000040025.13/70549, intron 41 of 57)",Intron
CTCF_union_42727,chr9,67315287,67315857,MAINTAINED,"Intron (ENSMUST00000040025.13/70549, intron 31 of 57)",Intron
CTCF_union_42728,chr9,67414078,67414296,LOST,"Intron (ENSMUST00000040025.13/70549, intron 2 of 57)",Intron
CTCF_union_42729,chr9,67632549,67632779,GAINED,Distal Intergenic,Distal
CTCF_union_42730,chr9,67633800,67634026,GAINED,Distal Intergenic,Distal
CTCF_union_42731,chr9,67683317,67684115,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42732,chr9,67711506,67711974,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42733,chr9,67758561,67759070,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42734,chr9,67759848,67760830,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42735,chr9,67783954,67784267,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42736,chr9,67802211,67802604,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42737,chr9,67810622,67810915,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42738,chr9,67814414,67814706,GAINED,Distal Intergenic,Distal
CTCF_union_42739,chr9,67828144,67828625,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42740,chr9,67831028,67831482,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42741,chr9,67840387,67840759,GAINED,Promoter (<=1kb),Promoter
CTCF_union_42742,chr9,67875417,67875781,GAINED,"Intron (ENSMUST00000077879.6/320528, intron 9 of 84)",Intron
CTCF_union_42743,chr9,67973357,67973913,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_42744,chr9,68014840,68015832,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42745,chr9,68016460,68016968,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42746,chr9,68072652,68072940,GAINED,Distal Intergenic,Distal
CTCF_union_42747,chr9,68254362,68254581,LOST,Distal Intergenic,Distal
CTCF_union_42748,chr9,68382023,68382260,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42749,chr9,68653227,68654232,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42750,chr9,68654555,68655017,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42751,chr9,68689347,68689777,MAINTAINED,"Intron (ENSMUST00000034766.13/19883, intron 1 of 10)",Intron
CTCF_union_42752,chr9,68716967,68717372,MAINTAINED,"Intron (ENSMUST00000034766.13/19883, intron 1 of 10)",Intron
CTCF_union_42753,chr9,68731465,68731802,GAINED,"Intron (ENSMUST00000034766.13/19883, intron 1 of 10)",Intron
CTCF_union_42754,chr9,68759392,68759655,MAINTAINED,"Intron (ENSMUST00000034766.13/19883, intron 1 of 10)",Intron
CTCF_union_42755,chr9,68765668,68765956,LOST,"Intron (ENSMUST00000034766.13/19883, intron 1 of 10)",Intron
CTCF_union_42756,chr9,68814229,68814497,LOST,"Intron (ENSMUST00000034766.13/19883, intron 1 of 10)",Intron
CTCF_union_42757,chr9,68830048,68830316,LOST,"Intron (ENSMUST00000034766.13/19883, intron 1 of 10)",Intron
CTCF_union_42758,chr9,68899530,68899876,MAINTAINED,"Intron (ENSMUST00000034766.13/19883, intron 1 of 10)",Intron
CTCF_union_42759,chr9,68957038,68957334,MAINTAINED,"Intron (ENSMUST00000034766.13/19883, intron 1 of 10)",Intron
CTCF_union_42760,chr9,68966568,68966898,GAINED,"Intron (ENSMUST00000034766.13/19883, intron 1 of 10)",Intron
CTCF_union_42761,chr9,68967971,68968187,LOST,"Intron (ENSMUST00000034766.13/19883, intron 1 of 10)",Intron
CTCF_union_42762,chr9,69147106,69147316,LOST,"Intron (ENSMUST00000034766.13/19883, intron 1 of 10)",Intron
CTCF_union_42763,chr9,69160904,69161124,GAINED,"Intron (ENSMUST00000034766.13/19883, intron 1 of 10)",Intron
CTCF_union_42764,chr9,69289638,69289868,GAINED,Promoter (<=1kb),Promoter
CTCF_union_42765,chr9,69296242,69296855,MAINTAINED,"Intron (ENSMUST00000034766.13/19883, intron 2 of 10)",Intron
CTCF_union_42766,chr9,69320590,69321125,MAINTAINED,"Intron (ENSMUST00000034766.13/19883, intron 2 of 10)",Intron
CTCF_union_42767,chr9,69357800,69358233,MAINTAINED,"Intron (ENSMUST00000034766.13/19883, intron 3 of 10)",Intron
CTCF_union_42768,chr9,69368003,69368484,MAINTAINED,"Intron (ENSMUST00000034766.13/19883, intron 5 of 10)",Intron
CTCF_union_42769,chr9,69399113,69399467,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42770,chr9,69419530,69419865,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_42771,chr9,69480313,69480792,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42772,chr9,69488985,69489398,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_42773,chr9,69492891,69493167,GAINED,Distal Intergenic,Distal
CTCF_union_42774,chr9,69502460,69503212,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42775,chr9,69505423,69506095,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42776,chr9,69623263,69623787,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42777,chr9,69748045,69748271,GAINED,Distal Intergenic,Distal
CTCF_union_42778,chr9,69790628,69790830,LOST,"Intron (ENSMUST00000180488.7/319970, intron 1 of 5)",Intron
CTCF_union_42779,chr9,69870254,69870499,GAINED,Distal Intergenic,Distal
CTCF_union_42780,chr9,69899297,69899795,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42781,chr9,69928125,69928344,GAINED,Distal Intergenic,Distal
CTCF_union_42782,chr9,69948972,69949302,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42783,chr9,69987545,69988019,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_42784,chr9,69999432,69999769,LOST,Promoter (1-2kb),Promoter
CTCF_union_42785,chr9,70018835,70019670,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42786,chr9,70080900,70081303,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42787,chr9,70084142,70084500,LOST,Distal Intergenic,Distal
CTCF_union_42788,chr9,70103289,70103529,GAINED,Promoter (<=1kb),Promoter
CTCF_union_42789,chr9,70109188,70109706,MAINTAINED,"Intron (ENSMUST00000034749.15/76886, intron 4 of 8)",Intron
CTCF_union_42790,chr9,70111757,70112145,GAINED,"Intron (ENSMUST00000034749.15/76886, intron 3 of 8)",Intron
CTCF_union_42791,chr9,70169035,70169337,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42792,chr9,70202834,70203043,LOST,Distal Intergenic,Distal
CTCF_union_42793,chr9,70310787,70311133,GAINED,"Intron (ENSMUST00000214767.1/71602, intron 4 of 17)",Intron
CTCF_union_42794,chr9,70392481,70392984,MAINTAINED,"Intron (ENSMUST00000214042.1/71602, intron 27 of 28)",Intron
CTCF_union_42795,chr9,70395744,70395984,GAINED,3' UTR,Other
CTCF_union_42796,chr9,70408849,70409093,GAINED,"Intron (ENSMUST00000034742.7/12442, intron 8 of 8)",Intron
CTCF_union_42797,chr9,70416351,70416698,LOST,"Intron (ENSMUST00000034742.7/12442, intron 3 of 8)",Intron
CTCF_union_42798,chr9,70552341,70552588,GAINED,"Intron (ENSMUST00000216816.1/66660, intron 2 of 20)",Intron
CTCF_union_42799,chr9,70621219,70621440,LOST,"Intron (ENSMUST00000049031.5/235461, intron 5 of 8)",Intron
CTCF_union_42800,chr9,70656742,70657074,GAINED,Promoter (<=1kb),Promoter
CTCF_union_42801,chr9,70671987,70672229,GAINED,Distal Intergenic,Distal
CTCF_union_42802,chr9,70930048,70930339,LOST,"Intron (ENSMUST00000034731.9/15450, intron 1 of 8)",Intron
CTCF_union_42803,chr9,71073889,71074272,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42804,chr9,71092075,71092497,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42805,chr9,71128869,71129205,LOST,"Intron (ENSMUST00000074465.8/64008, intron 4 of 5)",Intron
CTCF_union_42806,chr9,71188558,71189493,MAINTAINED,"Intron (ENSMUST00000214960.1/102635087, intron 2 of 2)",Intron
CTCF_union_42807,chr9,71210930,71211211,LOST,Distal Intergenic,Distal
CTCF_union_42808,chr9,71215087,71215566,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42809,chr9,71320316,71320798,GAINED,Distal Intergenic,Distal
CTCF_union_42810,chr9,71358771,71359361,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42811,chr9,71447662,71447916,LOST,Distal Intergenic,Distal
CTCF_union_42812,chr9,71465899,71466472,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42813,chr9,71475205,71475743,GAINED,Distal Intergenic,Distal
CTCF_union_42814,chr9,71543489,71544319,MAINTAINED,"Intron (ENSMUST00000093823.7/102371, intron 10 of 12)",Intron
CTCF_union_42815,chr9,71613014,71613437,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42816,chr9,71614696,71615072,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42817,chr9,71616088,71616932,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42818,chr9,71617407,71617720,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42819,chr9,71623835,71624309,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42820,chr9,71624755,71625134,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42821,chr9,71643506,71643816,GAINED,"Intron (ENSMUST00000072899.8/68178, intron 13 of 18)",Intron
CTCF_union_42822,chr9,71646050,71646557,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_42823,chr9,71761711,71761957,MAINTAINED,"Intron (ENSMUST00000072899.8/68178, intron 1 of 18)",Intron
CTCF_union_42824,chr9,71771281,71771887,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42825,chr9,71772322,71772711,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42826,chr9,71806364,71806819,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42827,chr9,71808685,71809035,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42828,chr9,71812376,71812718,GAINED,Distal Intergenic,Distal
CTCF_union_42829,chr9,71831724,71832164,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42830,chr9,71959896,71960383,MAINTAINED,"Intron (ENSMUST00000183404.7/21406, intron 5 of 20)",Intron
CTCF_union_42831,chr9,72116028,72116286,LOST,Distal Intergenic,Distal
CTCF_union_42832,chr9,72192078,72192492,MAINTAINED,Distal Intergenic,Distal
CTCF_union_42833,chr9,72260383,72260735,LOST,Distal Intergenic,Distal
CTCF_union_42834,chr9,72372473,72372715,GAINED,"Intron (ENSMUST00000180997.2/100502819, intron 1 of 1)",Intron
CTCF_union_42835,chr9,72373973,72374427,GAINED,"Intron (ENSMUST00000180997.2/100502819, intron 1 of 1)",Intron
CTCF_union_42836,chr9,72401877,72402070,LOST,"Intron (ENSMUST00000184671.1/ENSMUST00000184671.1, intron 1 of 2)",Intron
CTCF_union_42837,chr9,72408074,72408948,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42838,chr9,72411720,72412112,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_42839,chr9,72422519,72423094,GAINED,Distal Intergenic,Distal
CTCF_union_42840,chr9,72438009,72438430,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42841,chr9,72448008,72448427,MAINTAINED,"Intron (ENSMUST00000183809.7/17427, intron 5 of 5)",Intron
CTCF_union_42842,chr9,72456454,72456777,MAINTAINED,"Intron (ENSMUST00000034746.9/17427, intron 8 of 9)",Intron
CTCF_union_42843,chr9,72458144,72458723,MAINTAINED,3' UTR,Other
CTCF_union_42844,chr9,72467619,72467903,LOST,"Intron (ENSMUST00000184312.7/21778, intron 9 of 12)",Intron
CTCF_union_42845,chr9,72529810,72530781,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_42846,chr9,72531039,72532971,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_42847,chr9,72537208,72537458,GAINED,"Intron (ENSMUST00000163401.8/319758, intron 1 of 8)",Intron
CTCF_union_42848,chr9,72589407,72589645,GAINED,"Intron (ENSMUST00000163401.8/319758, intron 2 of 8)",Intron
CTCF_union_42849,chr9,72594669,72594973,GAINED,"Exon (ENSMUST00000192251.1/ENSMUST00000192251.1, exon 1 of 1)",Other
CTCF_union_42850,chr9,72614718,72615145,MAINTAINED,"Exon (ENSMUST00000163401.8/319758, exon 8 of 9)",Other
