# One row per reduced non-overlapping CTCF union component (mm10, BED-style 0-based start).
# Exact-coordinate MACS2 multi-summit records were collapsed before WT and mutant intervals were reduced.
# Signal is the mean of the deposited spike-in-normalised bigWig over the complete union component.
# log2FC_norm = log2((mutant + 0.01)/(wild type + 0.01)).
chrom,start,end,union_id,peak_class,n_wt_unique_intervals,n_mut_unique_intervals,n_wt_peak_records,n_mut_peak_records,wt_norm_signal,mut_norm_signal,log2FC_norm
chr7,144497073,144497300,CTCF_union_38988,GAINED,0,1,0,1,5.30146002,4.82383218,-0.13594110
chr7,144512240,144512486,CTCF_union_38989,GAINED,0,1,0,1,3.05546905,4.51005501,0.56023249
chr7,144581263,144582212,CTCF_union_38990,MAINTAINED,1,1,1,1,10.10323694,7.61527288,-0.40738396
chr7,144583624,144584075,CTCF_union_38991,MAINTAINED,1,1,1,1,27.27979647,7.83097343,-1.79925696
chr7,144585308,144586101,CTCF_union_38992,MAINTAINED,1,1,1,1,21.75957980,19.13011976,-0.18571370
chr7,144587277,144587642,CTCF_union_38993,MAINTAINED,1,1,1,1,19.55788479,12.13686097,-0.68790428
chr7,144589570,144589873,CTCF_union_38994,LOST,1,0,1,0,12.60131297,3.01017486,-2.06201450
chr7,144607914,144608243,CTCF_union_38995,GAINED,0,1,0,1,5.05384474,5.47130456,0.11428612
chr7,144696865,144697391,CTCF_union_38996,MAINTAINED,1,1,1,2,12.04468820,4.61267185,-1.38279548
chr7,144775923,144776509,CTCF_union_38997,MAINTAINED,1,1,1,1,29.11252510,25.43469314,-0.19477066
chr7,144781278,144781720,CTCF_union_38998,MAINTAINED,1,1,1,1,12.55741695,4.36319857,-1.52292739
chr7,144789568,144790443,CTCF_union_38999,LOST,1,0,2,0,7.16518446,0.50174292,-3.80952478
chr7,144798429,144798797,CTCF_union_39000,MAINTAINED,1,1,1,1,22.16344236,9.24577557,-1.26040697
chr7,144846188,144846607,CTCF_union_39001,MAINTAINED,1,1,1,1,14.74601855,5.29852670,-1.47492008
chr7,144894163,144895048,CTCF_union_39002,MAINTAINED,1,1,1,1,11.49569888,11.57184056,0.00951592
chr7,144895671,144896400,CTCF_union_39003,MAINTAINED,1,1,1,1,20.37994791,21.97163631,0.10844069
chr7,144905546,144905917,CTCF_union_39004,GAINED,0,1,0,1,4.61102950,4.10734558,-0.16649976
chr7,144906687,144907543,CTCF_union_39005,MAINTAINED,1,1,1,1,23.58815643,25.05854440,0.08720407
chr7,144907904,144908210,CTCF_union_39006,GAINED,0,1,0,1,9.26359873,7.19400241,-0.36433064
chr7,144914086,144914705,CTCF_union_39007,GAINED,0,1,0,1,6.16428970,6.92525436,0.16767562
chr7,144918823,144919221,CTCF_union_39008,MAINTAINED,1,1,1,1,9.82826917,5.44484492,-0.85086634
chr7,144925477,144925700,CTCF_union_39009,GAINED,0,1,0,1,5.68341437,5.03117788,-0.17553324
chr7,144931803,144932151,CTCF_union_39010,MAINTAINED,1,1,1,1,11.25331003,6.87586204,-0.70992168
chr7,144935566,144935934,CTCF_union_39011,MAINTAINED,1,1,1,1,19.59944264,6.16384774,-1.66730672
chr7,144937355,144938027,CTCF_union_39012,MAINTAINED,1,1,1,1,33.28636910,32.16669640,-0.04934865
chr7,144943267,144943590,CTCF_union_39013,MAINTAINED,1,1,1,1,14.15275162,6.30434992,-1.16539547
chr7,145098395,145098682,CTCF_union_39014,GAINED,0,1,0,1,5.14913612,5.74725997,0.15825285
chr7,145114688,145114989,CTCF_union_39015,LOST,1,0,1,0,10.89850263,2.83325221,-1.93983910
chr7,145173175,145173462,CTCF_union_39016,MAINTAINED,1,1,1,1,7.07853725,4.71559909,-0.58499071
chr7,145243051,145243549,CTCF_union_39017,MAINTAINED,1,1,1,1,41.96616067,17.20383378,-1.28600177
chr7,145253028,145253511,CTCF_union_39018,MAINTAINED,1,1,1,1,21.13494483,11.28383305,-0.90477759
chr7,145283801,145284372,CTCF_union_39019,MAINTAINED,1,1,1,1,14.90014275,15.27261151,0.03559702
chr8,3179889,3180351,CTCF_union_39020,MAINTAINED,1,1,1,1,14.02475833,9.36641931,-0.58189523
chr8,3221086,3221308,CTCF_union_39021,LOST,1,0,1,0,13.57016584,7.01865601,-0.95018034
chr8,3278146,3278459,CTCF_union_39022,GAINED,0,1,0,1,3.28758515,6.58459670,0.99987452
chr8,3279350,3279682,CTCF_union_39023,GAINED,0,1,0,1,3.59468891,4.18065354,0.21730049
chr8,3280412,3280812,CTCF_union_39024,GAINED,0,1,0,1,2.31640597,6.49745685,1.48399096
chr8,3322587,3322914,CTCF_union_39025,GAINED,0,1,0,1,4.32517436,4.62272239,0.09577022
chr8,3330631,3331098,CTCF_union_39026,MAINTAINED,1,1,1,1,30.60010220,16.23548655,-0.91396891
chr8,3336987,3337359,CTCF_union_39027,MAINTAINED,1,1,1,1,14.23923382,7.92348436,-0.84485781
chr8,3357997,3358416,CTCF_union_39028,MAINTAINED,1,1,1,1,23.25154024,14.49581086,-0.68131568
chr8,3387315,3387648,CTCF_union_39029,MAINTAINED,1,1,1,1,16.09299559,5.15689461,-1.63995973
chr8,3392929,3393275,CTCF_union_39030,GAINED,0,1,0,1,4.92397116,3.21313024,-0.61428680
chr8,3450640,3451077,CTCF_union_39031,MAINTAINED,1,1,1,1,30.58737514,14.32057187,-1.09431171
chr8,3464376,3464658,CTCF_union_39032,LOST,1,0,1,0,14.57467673,3.21422257,-2.17743017
chr8,3493151,3493673,CTCF_union_39033,GAINED,0,1,0,1,2.30063772,2.92409540,0.34462470
chr8,3500016,3500379,CTCF_union_39034,GAINED,0,1,0,1,2.19180188,3.95254135,0.84774133
chr8,3500653,3500939,CTCF_union_39035,GAINED,0,1,0,1,4.69184077,5.23782068,0.15849274
chr8,3516597,3517177,CTCF_union_39036,GAINED,0,1,0,1,2.61169759,3.66587702,0.48758722
chr8,3558986,3559661,CTCF_union_39037,MAINTAINED,1,1,1,1,21.93556309,19.36600314,-0.17965828
chr8,3587532,3588006,CTCF_union_39038,GAINED,0,1,0,1,1.58996725,3.37457519,1.08093239
chr8,3630658,3631329,CTCF_union_39039,GAINED,0,1,0,1,2.25899265,3.15392242,0.47966229
chr8,3671827,3672530,CTCF_union_39040,MAINTAINED,1,1,1,1,36.04057618,30.43600628,-0.24376932
chr8,3675881,3676766,CTCF_union_39041,MAINTAINED,1,1,1,1,40.88805992,46.23995591,0.17741958
chr8,3718590,3718915,CTCF_union_39042,LOST,1,0,1,0,18.86801051,3.22440317,-2.54513530
chr8,4140029,4140440,CTCF_union_39043,MAINTAINED,1,1,1,1,35.33488895,8.15976483,-2.11313515
chr8,4141660,4142006,CTCF_union_39044,MAINTAINED,1,1,1,1,10.09060929,5.50330510,-0.87345297
chr8,4193105,4193787,CTCF_union_39045,MAINTAINED,1,1,1,1,31.39059849,15.04951606,-1.06011665
chr8,4210990,4211502,CTCF_union_39046,MAINTAINED,1,1,1,1,7.57259357,8.76636296,0.21093180
chr8,4238508,4239184,CTCF_union_39047,MAINTAINED,1,1,1,1,33.48270527,29.65548407,-0.17506159
chr8,4250312,4251109,CTCF_union_39048,MAINTAINED,1,1,1,1,22.48937514,17.15560788,-0.39036399
chr8,4253093,4253312,CTCF_union_39049,GAINED,0,1,0,1,3.45955371,4.71773279,0.44639840
chr8,4254079,4254515,CTCF_union_39050,MAINTAINED,1,1,1,1,10.42282728,8.66500101,-0.26619435
chr8,4258096,4258971,CTCF_union_39051,MAINTAINED,1,1,1,1,29.11993806,29.75711288,0.03121667
chr8,4267685,4267946,CTCF_union_39052,MAINTAINED,1,1,1,1,11.18628649,5.00497332,-1.15870638
chr8,4275996,4276428,CTCF_union_39053,GAINED,0,1,0,1,1.57795735,3.30481942,1.06175811
chr8,4277192,4277471,CTCF_union_39054,MAINTAINED,1,1,1,1,8.32760755,5.89172535,-0.49849668
chr8,4292784,4293061,CTCF_union_39055,MAINTAINED,1,1,1,1,11.38992069,7.15162750,-0.67066440
chr8,4322399,4322893,CTCF_union_39056,MAINTAINED,1,1,1,1,33.19281949,18.14171384,-0.87119999
chr8,4370266,4370561,CTCF_union_39057,MAINTAINED,1,1,1,1,15.04881822,4.27430636,-1.81347500
chr8,4372721,4372981,CTCF_union_39058,LOST,1,0,1,0,14.76994399,3.25385394,-2.17899240
chr8,4413199,4413561,CTCF_union_39059,MAINTAINED,1,1,1,1,18.66935197,4.48523541,-2.05497583
chr8,4516173,4516538,CTCF_union_39060,GAINED,0,1,0,1,9.18881008,10.54399689,0.19827031
chr8,4588134,4588740,CTCF_union_39061,MAINTAINED,1,1,1,1,23.37509679,10.54684149,-1.14741114
chr8,4594315,4594712,CTCF_union_39062,GAINED,0,1,0,1,3.48450104,3.55617114,0.02928946
chr8,4677425,4678143,CTCF_union_39063,GAINED,0,1,0,2,3.94103602,4.71981970,0.25955419
chr8,4779409,4780015,CTCF_union_39064,MAINTAINED,1,1,1,1,26.74479250,18.69471714,-0.51639519
chr8,4800511,4800871,CTCF_union_39065,LOST,1,0,1,0,16.07713070,2.31297957,-2.79185866
chr8,4868780,4869119,CTCF_union_39066,MAINTAINED,1,1,1,1,25.79902007,5.40026387,-2.25410450
chr8,5297171,5297541,CTCF_union_39067,MAINTAINED,1,1,1,1,17.41339371,12.48718116,-0.47942294
chr8,5918222,5918491,CTCF_union_39068,GAINED,0,1,0,1,9.39704728,7.88197964,-0.25335472
chr8,6043918,6044335,CTCF_union_39069,MAINTAINED,1,1,1,1,15.77912133,8.47150853,-0.89653810
chr8,6350034,6350362,CTCF_union_39070,MAINTAINED,1,1,1,1,16.62019526,6.06125478,-1.45373848
chr8,6572262,6572692,CTCF_union_39071,MAINTAINED,1,1,1,1,22.81945491,10.76522591,-1.08317830
chr8,8147555,8147854,CTCF_union_39072,GAINED,0,1,0,1,7.77892892,5.51565210,-0.49528022
chr8,8489700,8489924,CTCF_union_39073,GAINED,0,1,0,1,2.28017203,5.20876232,1.18825173
chr8,8647319,8647619,CTCF_union_39074,GAINED,0,1,0,1,14.17664100,6.62602364,-1.09614211
chr8,8658709,8659288,CTCF_union_39075,MAINTAINED,1,1,1,1,19.00829382,14.00650562,-0.44026110
chr8,8660868,8662295,CTCF_union_39076,MAINTAINED,1,1,2,3,22.15666758,21.08695680,-0.07135699
chr8,8733818,8734202,CTCF_union_39077,MAINTAINED,1,1,1,1,15.37814699,6.80215890,-1.17563552
chr8,8802303,8802518,CTCF_union_39078,LOST,1,0,1,0,10.06268705,4.85431215,-1.05014088
chr8,8985417,8985779,CTCF_union_39079,MAINTAINED,1,1,1,1,14.20599183,5.73170088,-1.30796468
chr8,8992621,8993188,CTCF_union_39080,MAINTAINED,1,1,1,1,21.52687245,17.23755802,-0.32041665
chr8,9174778,9175268,CTCF_union_39081,MAINTAINED,1,1,1,1,33.48213748,28.29595741,-0.24271673
chr8,9188657,9188988,CTCF_union_39082,LOST,1,0,1,0,21.89298654,1.71449971,-3.66687781
chr8,9227662,9228089,CTCF_union_39083,MAINTAINED,1,1,1,1,54.70367444,14.24747807,-1.94018263
chr8,9233221,9233824,CTCF_union_39084,MAINTAINED,1,1,1,1,40.70050362,30.41941344,-0.41993454
chr8,9348754,9349162,CTCF_union_39085,MAINTAINED,1,1,1,1,18.51576961,8.35114104,-1.14776173
chr8,9393315,9393604,CTCF_union_39086,GAINED,0,1,0,1,6.84624662,5.38364336,-0.34615888
chr8,9451536,9451938,CTCF_union_39087,MAINTAINED,1,1,1,1,12.14103553,7.56710999,-0.68135967
chr8,9580290,9580546,CTCF_union_39088,GAINED,0,1,0,1,6.20800519,6.35902180,0.03461999
chr8,9770287,9770817,CTCF_union_39089,GAINED,0,1,0,1,4.91654315,5.71978273,0.21790474
chr8,9771450,9773027,CTCF_union_39090,MAINTAINED,2,1,2,3,11.14502141,9.92735550,-0.16675940
chr8,9935180,9935657,CTCF_union_39091,MAINTAINED,1,1,1,1,32.59047372,14.46994783,-1.17083652
chr8,9976263,9976762,CTCF_union_39092,MAINTAINED,1,1,1,1,31.53920853,25.94586018,-0.28154351
chr8,9977652,9977957,CTCF_union_39093,GAINED,0,1,0,1,6.19871097,4.06535651,-0.60736750
chr8,10043845,10044378,CTCF_union_39094,MAINTAINED,1,1,1,1,29.25540872,16.92920942,-0.78882988
chr8,10053373,10053904,CTCF_union_39095,MAINTAINED,1,1,1,1,24.09031417,27.33317704,0.18212893
chr8,10154261,10154675,CTCF_union_39096,GAINED,0,1,0,1,4.97470296,6.14346801,0.30389219
chr8,10165058,10165278,CTCF_union_39097,LOST,1,0,1,0,10.30876308,2.85154907,-1.85040179
chr8,10174018,10174298,CTCF_union_39098,GAINED,0,1,0,1,2.40600689,5.56681815,1.20681766
chr8,10230660,10231090,CTCF_union_39099,MAINTAINED,1,1,1,1,37.88908477,4.82133487,-2.97166925
chr8,10300803,10301179,CTCF_union_39100,MAINTAINED,1,1,1,1,12.42099026,3.79174728,-1.70920669
chr8,10402546,10403046,CTCF_union_39101,MAINTAINED,1,1,1,1,21.21997649,24.12028019,0.18474189
chr8,10405359,10406208,CTCF_union_39102,MAINTAINED,1,1,1,1,17.35163594,11.05269123,-0.65020050
chr8,10414775,10415241,CTCF_union_39103,MAINTAINED,1,1,1,1,41.71422667,17.66523847,-1.23915563
chr8,10438660,10439230,CTCF_union_39104,MAINTAINED,1,1,1,1,38.35033677,34.91362515,-0.13541206
chr8,10439647,10439900,CTCF_union_39105,LOST,1,0,1,0,8.26288971,3.20376071,-1.36412884
chr8,10469738,10469961,CTCF_union_39106,GAINED,0,1,0,1,12.83698108,6.01681146,-1.09196254
chr8,10574083,10574496,CTCF_union_39107,MAINTAINED,1,1,1,1,22.72897591,19.37666740,-0.23010246
chr8,11005929,11006383,CTCF_union_39108,MAINTAINED,1,1,1,1,7.32473394,3.81558780,-0.93906320
chr8,11006792,11007536,CTCF_union_39109,MAINTAINED,1,1,1,1,33.33908048,41.04384389,0.29987033
chr8,11007774,11008033,CTCF_union_39110,GAINED,0,1,0,1,3.01401997,3.88071990,0.36356946
chr8,11013270,11013826,CTCF_union_39111,MAINTAINED,1,1,1,1,23.33070301,19.03131152,-0.29371516
chr8,11173901,11174266,CTCF_union_39112,MAINTAINED,1,1,1,1,26.57101397,6.37923224,-2.05668165
chr8,11187415,11188325,CTCF_union_39113,MAINTAINED,1,1,2,1,27.53919763,27.89798047,0.01866743
chr8,11215165,11215684,CTCF_union_39114,MAINTAINED,1,1,1,1,16.07718386,16.21865293,0.01263146
chr8,11253470,11253945,CTCF_union_39115,MAINTAINED,1,1,1,1,40.63867350,11.99213746,-1.75991692
chr8,11312479,11312853,CTCF_union_39116,GAINED,0,1,0,1,5.26088245,6.10211885,0.21362808
chr8,11392683,11393167,CTCF_union_39117,MAINTAINED,1,1,1,1,33.23945970,12.94869139,-1.35941086
chr8,11414922,11415436,CTCF_union_39118,MAINTAINED,1,1,1,1,8.97435982,5.46690091,-0.71405593
chr8,11419180,11420082,CTCF_union_39119,MAINTAINED,1,1,1,1,16.23512435,10.50418216,-0.62767015
chr8,11421013,11421532,CTCF_union_39120,MAINTAINED,1,1,1,1,11.43968256,8.20276864,-0.47936704
chr8,11423058,11423518,CTCF_union_39121,MAINTAINED,1,1,1,1,16.07283815,5.86821820,-1.45207121
chr8,11430733,11431025,CTCF_union_39122,GAINED,0,1,0,1,6.79473230,5.24091826,-0.37396867
chr8,11442173,11442402,CTCF_union_39123,LOST,1,0,1,0,8.63346788,3.51599435,-1.29358009
chr8,11450722,11451030,CTCF_union_39124,MAINTAINED,1,1,1,1,16.15470263,8.95574705,-0.85035127
chr8,11469093,11469477,CTCF_union_39125,MAINTAINED,1,1,1,1,12.19215517,6.01041840,-1.01920032
chr8,11486000,11486548,CTCF_union_39126,MAINTAINED,1,1,1,1,27.35751457,20.36698324,-0.42552394
chr8,11506185,11507186,CTCF_union_39127,MAINTAINED,1,1,1,1,5.38856461,5.64580686,0.06715699
chr8,11544255,11544712,CTCF_union_39128,MAINTAINED,1,1,1,1,13.95729799,4.36272056,-1.67544989
chr8,11549347,11550098,CTCF_union_39129,MAINTAINED,1,1,1,2,10.05251007,5.22238797,-0.94344880
chr8,11556425,11556775,CTCF_union_39130,GAINED,0,1,0,1,5.74014655,4.80512743,-0.25602475
chr8,11566339,11566569,CTCF_union_39131,GAINED,0,1,0,1,7.08360669,4.59074833,-0.62465080
chr8,11601869,11602497,CTCF_union_39132,MAINTAINED,1,1,1,1,20.05343127,15.01812188,-0.41690364
chr8,11616274,11616727,CTCF_union_39133,MAINTAINED,1,1,1,1,20.64918485,4.69048672,-2.13590127
chr8,11634794,11635369,CTCF_union_39134,MAINTAINED,1,1,1,1,7.97970885,4.22205800,-0.91678353
chr8,11635865,11636148,CTCF_union_39135,LOST,1,0,1,0,7.22450070,2.64266454,-1.44745121
chr8,11700248,11700828,CTCF_union_39136,MAINTAINED,1,1,1,1,39.41071723,35.75023011,-0.14059801
chr8,11706308,11706514,CTCF_union_39137,LOST,1,0,1,0,5.67207823,1.54194568,-1.87234063
chr8,11712349,11712633,CTCF_union_39138,MAINTAINED,1,1,1,1,11.49457032,5.06200117,-1.18158012
chr8,11755875,11756248,CTCF_union_39139,MAINTAINED,1,1,1,1,17.04555810,10.97098508,-0.63523448
chr8,11788383,11788881,CTCF_union_39140,MAINTAINED,1,1,1,1,8.35047452,5.17157400,-0.69019442
chr8,11815216,11815531,CTCF_union_39141,MAINTAINED,1,1,1,1,9.11950502,7.18383392,-0.34377579
chr8,11820098,11820350,CTCF_union_39142,GAINED,0,1,0,1,4.66049519,4.56473695,-0.02988673
chr8,11867833,11868065,CTCF_union_39143,GAINED,0,1,0,1,4.33631454,4.09764562,-0.08148086
chr8,11923271,11923482,CTCF_union_39144,LOST,1,0,1,0,10.18476608,3.08474086,-1.71993816
chr8,11924177,11924552,CTCF_union_39145,MAINTAINED,1,1,1,1,15.81386504,4.60049812,-1.77910749
chr8,11942740,11943491,CTCF_union_39146,MAINTAINED,1,1,1,1,36.42420447,23.31891159,-0.64317449
chr8,11956971,11957514,CTCF_union_39147,MAINTAINED,1,1,1,1,20.64678622,20.32314425,-0.02278249
chr8,11981522,11981806,CTCF_union_39148,LOST,1,0,1,0,8.91128210,4.25012346,-1.06635582
chr8,11999688,12000112,CTCF_union_39149,MAINTAINED,1,1,1,1,32.30785193,19.55021808,-0.72440885
chr8,12105311,12105666,CTCF_union_39150,MAINTAINED,1,1,1,1,7.71748116,5.85510462,-0.39784139
chr8,12192011,12192335,CTCF_union_39151,LOST,1,0,1,0,10.52125817,3.60899817,-1.54101552
chr8,12330151,12330454,CTCF_union_39152,MAINTAINED,1,1,1,1,8.48773760,8.69356444,0.03452757
chr8,12386316,12386750,CTCF_union_39153,GAINED,0,1,0,1,3.42234646,5.26177535,0.61909371
chr8,12391482,12392142,CTCF_union_39154,MAINTAINED,1,1,1,1,24.97759424,20.97495052,-0.25185695
chr8,12397503,12397871,CTCF_union_39155,GAINED,0,1,0,1,1.61744247,3.98129974,1.29425208
chr8,12561364,12561791,CTCF_union_39156,MAINTAINED,1,1,1,1,20.49734938,9.98538726,-1.03680666
chr8,12564306,12564743,CTCF_union_39157,MAINTAINED,1,1,1,1,43.48287085,11.09575029,-1.96947208
chr8,12607147,12607730,CTCF_union_39158,MAINTAINED,1,1,1,1,28.57483421,7.62676561,-1.90421627
chr8,12629032,12629527,CTCF_union_39159,MAINTAINED,1,1,1,1,28.64504906,15.95366092,-0.84399783
chr8,12668877,12669281,CTCF_union_39160,GAINED,0,1,0,1,2.51861287,11.90732232,2.23664203
chr8,12677456,12678020,CTCF_union_39161,MAINTAINED,1,1,1,1,32.98441540,29.93973683,-0.13967853
chr8,12865888,12866150,CTCF_union_39162,GAINED,0,1,0,1,7.05391914,5.89298202,-0.25902488
chr8,12895644,12895836,CTCF_union_39163,LOST,1,0,1,0,10.72411032,2.84789531,-1.90917764
chr8,12896351,12896938,CTCF_union_39164,MAINTAINED,1,1,1,1,30.32213477,14.64034502,-1.04991240
chr8,12927269,12927572,CTCF_union_39165,MAINTAINED,1,1,1,1,13.70474647,6.94699129,-0.97919253
chr8,12948714,12948952,CTCF_union_39166,GAINED,0,1,0,1,1.10451992,4.69740482,2.07850952
chr8,12978737,12979132,CTCF_union_39167,MAINTAINED,1,1,1,1,16.00763164,10.17829178,-0.65274867
chr8,13104533,13105017,CTCF_union_39168,MAINTAINED,1,1,1,1,6.43910656,4.92387883,-0.38637702
chr8,13105143,13105675,CTCF_union_39169,MAINTAINED,1,1,1,1,12.21603531,17.07938111,0.48314351
chr8,13132184,13132617,CTCF_union_39170,MAINTAINED,1,1,1,1,23.60663563,9.56931055,-1.30180973
chr8,13213836,13214402,CTCF_union_39171,MAINTAINED,1,1,1,1,20.95829834,15.73472742,-0.41334100
chr8,13253974,13254564,CTCF_union_39172,MAINTAINED,1,1,1,1,10.12233773,8.11598959,-0.31835165
chr8,13283289,13283558,CTCF_union_39173,GAINED,0,1,0,1,5.89870107,4.65791713,-0.34006206
chr8,13287173,13287500,CTCF_union_39174,GAINED,0,1,0,1,2.18551210,5.04856786,1.20417151
chr8,13292313,13292955,CTCF_union_39175,MAINTAINED,1,1,1,1,21.50619874,8.29354317,-1.37362424
chr8,13326641,13327094,CTCF_union_39176,MAINTAINED,1,1,1,1,9.89708551,5.62332555,-0.81447386
chr8,13335268,13335533,CTCF_union_39177,GAINED,0,1,0,1,2.76473296,4.42214235,0.67565529
chr8,13361950,13362274,CTCF_union_39178,MAINTAINED,1,1,1,1,7.66921586,5.68791555,-0.43052476
chr8,13411581,13412375,CTCF_union_39179,MAINTAINED,1,1,1,1,13.15121710,10.46099109,-0.32989491
chr8,13412931,13413788,CTCF_union_39180,MAINTAINED,1,1,1,1,17.59553971,19.78239590,0.16891681
chr8,13455300,13455812,CTCF_union_39181,MAINTAINED,1,1,1,1,14.53025058,10.16113808,-0.51557102
chr8,13461735,13462348,CTCF_union_39182,MAINTAINED,1,1,1,1,18.80270335,13.22732476,-0.50709559
chr8,13466982,13467429,CTCF_union_39183,MAINTAINED,1,1,1,1,12.82951431,8.54757058,-0.58531744
chr8,13476025,13476270,CTCF_union_39184,LOST,1,0,1,0,8.65916269,3.74478245,-1.20716333
chr8,13490238,13490509,CTCF_union_39185,GAINED,0,1,0,1,4.83719842,2.83921992,-0.76658416
chr8,13548231,13548498,CTCF_union_39186,LOST,1,0,1,0,16.91710583,8.34041035,-1.01941632
chr8,13550983,13551378,CTCF_union_39187,MAINTAINED,1,1,1,1,42.80762519,16.96406037,-1.33487307
chr8,13602647,13602992,CTCF_union_39188,MAINTAINED,1,1,1,1,17.04557301,6.14319466,-1.47083569
chr8,13677582,13678073,CTCF_union_39189,GAINED,0,1,0,1,4.96201414,4.82711008,-0.03968503
chr8,13725831,13726146,CTCF_union_39190,GAINED,0,1,0,1,7.28703720,7.36210124,0.01476507
chr8,13753657,13754060,CTCF_union_39191,MAINTAINED,1,1,1,1,25.59708915,10.73205577,-1.25327315
chr8,13758271,13758802,CTCF_union_39192,MAINTAINED,1,1,1,1,14.28703402,14.12217752,-0.01673211
chr8,13785252,13786625,CTCF_union_39193,MAINTAINED,2,1,2,2,39.79439202,50.46134028,0.34253677
chr8,13887940,13888221,CTCF_union_39194,LOST,1,0,1,0,11.52658616,1.37464059,-3.05863292
chr8,13889022,13889369,CTCF_union_39195,GAINED,0,1,0,1,6.82386202,5.40244434,-0.33642084
chr8,13890145,13890518,CTCF_union_39196,GAINED,0,1,0,1,10.46958367,8.06495421,-0.37605542
chr8,13910837,13911078,CTCF_union_39197,GAINED,0,1,0,1,3.73060314,3.63041547,-0.03916780
chr8,13932071,13932565,CTCF_union_39198,MAINTAINED,1,1,1,1,26.97409677,3.46587244,-2.95666235
chr8,13935938,13936222,CTCF_union_39199,GAINED,0,1,0,1,3.19919390,4.75143066,0.56918417
chr8,14090070,14090404,CTCF_union_39200,GAINED,0,1,0,1,2.81004981,4.33563421,0.62384610
chr8,14132755,14133125,CTCF_union_39201,MAINTAINED,1,1,1,1,13.16269972,9.66566093,-0.44511894
chr8,14357837,14358052,CTCF_union_39202,LOST,1,0,1,0,22.59164320,5.04426341,-2.16085491
chr8,14368485,14368725,CTCF_union_39203,MAINTAINED,1,1,1,1,16.25273978,11.02525021,-0.55945099
chr8,14721753,14721980,CTCF_union_39204,LOST,1,0,1,0,11.13570540,2.93852709,-1.91842157
chr8,14842038,14842569,CTCF_union_39205,MAINTAINED,1,1,1,1,39.18298156,32.09202533,-0.28793101
chr8,14859463,14859661,CTCF_union_39206,LOST,1,0,1,0,10.61114516,2.75873119,-1.93964243
chr8,14879216,14879506,CTCF_union_39207,GAINED,0,1,0,1,5.51808235,3.77296230,-0.54726271
chr8,14897051,14897569,CTCF_union_39208,MAINTAINED,1,1,1,1,25.64811605,13.32299931,-0.94441389
chr8,14952183,14952714,CTCF_union_39209,MAINTAINED,1,1,1,1,44.06395805,33.15755593,-0.41015376
chr8,14970755,14971103,CTCF_union_39210,GAINED,0,1,0,1,4.48494975,4.61025733,0.03966822
chr8,14992677,14993034,CTCF_union_39211,MAINTAINED,1,1,1,1,8.90895825,8.88160996,-0.00443055
chr8,14993793,14994141,CTCF_union_39212,MAINTAINED,1,1,1,1,9.94357624,4.63959693,-1.09810931
chr8,15011142,15011501,CTCF_union_39213,GAINED,0,1,0,1,1.98931275,2.68123923,0.42876647
chr8,15012405,15012716,CTCF_union_39214,GAINED,0,1,0,1,3.18981203,4.84960354,0.60285146
chr8,15026563,15027666,CTCF_union_39215,MAINTAINED,1,1,1,2,7.95499043,6.65797076,-0.25642485
chr8,15028096,15028531,CTCF_union_39216,GAINED,0,1,0,1,3.88437327,4.59183930,0.24081943
chr8,15042796,15043367,CTCF_union_39217,MAINTAINED,1,1,1,1,37.84202478,30.87153643,-0.29362594
chr8,15047255,15047529,CTCF_union_39218,LOST,1,0,1,0,13.99703772,3.20663300,-2.12252863
chr8,15077061,15077344,CTCF_union_39219,MAINTAINED,1,1,1,1,7.42405081,5.23121224,-0.50424802
chr8,15138394,15138984,CTCF_union_39220,MAINTAINED,1,1,1,1,34.80050618,14.44573463,-1.26788086
chr8,15221397,15222141,CTCF_union_39221,MAINTAINED,1,1,1,1,17.06586237,13.73782794,-0.31275474
chr8,15270224,15270757,CTCF_union_39222,MAINTAINED,1,1,1,1,29.23383935,24.91013819,-0.23082066
chr8,15487476,15487991,CTCF_union_39223,MAINTAINED,1,1,1,1,13.72264551,13.40280648,-0.03399844
chr8,15609076,15609357,CTCF_union_39224,LOST,1,0,1,0,8.37503922,3.61221669,-1.21094468
chr8,15729113,15729435,CTCF_union_39225,LOST,1,0,1,0,20.85039815,5.92053664,-1.81453213
chr8,15734576,15734830,CTCF_union_39226,LOST,1,0,1,0,17.13364021,1.72397921,-3.30551497
chr8,15821811,15822020,CTCF_union_39227,LOST,1,0,1,0,10.34918731,4.17948434,-1.30606624
chr8,15844728,15845155,CTCF_union_39228,MAINTAINED,1,1,1,1,18.77801446,10.48219718,-0.84049578
chr8,15896395,15896655,CTCF_union_39229,LOST,1,0,1,0,9.13991289,2.40521366,-1.92160719
chr8,15923355,15923624,CTCF_union_39230,LOST,1,0,1,0,11.39610922,2.09490322,-2.43798095
chr8,16006456,16006724,CTCF_union_39231,LOST,1,0,1,0,12.34118725,4.91657610,-1.32599248
chr8,16033235,16033468,CTCF_union_39232,GAINED,0,1,0,1,14.42236300,5.51635593,-1.38490714
chr8,16326191,16326595,CTCF_union_39233,MAINTAINED,1,1,1,1,29.23247242,7.53737301,-1.95401881
chr8,16615314,16615623,CTCF_union_39234,MAINTAINED,1,1,1,1,8.26470334,5.58129365,-0.56552547
chr8,16835377,16835648,CTCF_union_39235,MAINTAINED,1,1,1,1,10.04691001,5.17191885,-0.95662878
